sim,final_return_pct,max_dd_pct,phase1_outcome,phase1_days,phase1_return_pct,phase2_outcome,phase2_days,phase2_return_pct
1,749.2686906435068,10.94801986937576,passed,49,8.004151208330267,passed,41,5.124100320450342
2,751.1031740030367,9.1276196456371,passed,9,8.768660473470602,passed,8,6.331454775855083
3,734.050158498376,8.346023407657281,passed,11,8.180303148733682,passed,8,5.112471650692241
4,725.6734858855219,3.9920392547775685,passed,47,10.403991141082635,passed,38,7.251940211806085
5,818.6898769290887,6.10836361082487,passed,19,8.972327184563333,passed,9,5.2501935832660385
6,805.8998101146478,5.219027633362278,passed,9,8.536455590401658,passed,9,6.063020685781706
7,743.6172593969959,6.75732314654593,passed,13,10.10937060067687,passed,9,5.110000119066815
8,635.8018263910042,6.109643509113975,passed,13,8.011279415491956,passed,8,5.068480165067757
9,664.0998779129399,7.72776164999907,passed,21,8.01341961918487,passed,4,5.859771520456181
10,674.9179864859217,7.268695086789154,breach_daily,23,-5.011430458379751,breach_daily,23,-5.011430458379751
11,700.3811446093929,4.9353433885244895,passed,20,8.151439236166414,passed,14,5.101833552915513
12,707.7316577838765,4.832469553924547,passed,7,9.231174267140641,passed,3,5.3990298831087635
13,701.741957167547,3.6931854903572465,passed,32,8.123694606606335,passed,14,5.006915390513256
14,893.6491499632151,3.64503570080307,passed,13,8.435629185094374,passed,6,5.356112599306062
15,753.9890146758246,4.291985096929896,passed,36,10.999632853416298,passed,34,5.012391727480847
16,796.3761732438255,8.538247648913334,passed,27,8.616693013122866,passed,4,5.169229648394236
17,761.3510464960913,5.017712365782636,passed,26,8.187496384946114,passed,9,5.416897183247427
18,789.9662910707567,5.312289507573729,passed,12,8.800315363101486,passed,3,5.000346282823087
19,780.5531125427096,3.797761138223273,passed,21,9.237912151491635,passed,21,9.237912151491635
20,706.9286713514019,6.711869464413899,passed,8,8.127353701713847,passed,4,5.383768832628677
21,683.3726256464346,4.962058642720666,passed,14,8.008185502253617,passed,8,5.432910295885263
22,803.4400824768113,6.130045537050617,passed,3,9.292531892257472,passed,3,7.242286319910951
23,726.9152656781397,3.3426368159398265,passed,26,8.17746219005051,passed,23,6.35923672597658
24,651.9707657522499,5.709999582955968,passed,49,11.326742088080044,passed,34,6.084757527051732
25,730.1537298252873,3.3852734273382192,passed,13,8.361865817177815,passed,8,5.3077622665595126
26,637.6922365235758,5.651436426744036,passed,18,8.035852279149601,passed,13,5.018026004411413
27,780.6801175787743,4.944028995600265,passed,31,8.092704887964853,passed,12,5.0891608611632
28,749.3353272686617,9.824537404255446,passed,7,8.502968183891223,passed,6,7.88469138487391
29,800.885628483848,3.873889755150243,passed,25,9.143813165326842,passed,10,5.238990944175237
30,760.2949502633186,4.216086462524224,passed,14,8.235526585110687,passed,6,5.03649713656531
31,738.0885276362097,3.050727247288259,passed,30,8.113046736924034,passed,16,5.018970897373065
32,757.4423460709087,4.928526402855553,passed,21,8.995991467834209,passed,19,5.519491351848549
