sim,final_return_pct,max_dd_pct,phase1_outcome,phase1_days,phase1_return_pct,phase2_outcome,phase2_days,phase2_return_pct
1,212.19732948365814,6.730800637161799,passed,141,8.122147217701592,passed,96,5.011596074841962
2,167.10676507330945,3.883467904435462,passed,94,8.094325763953748,passed,91,5.348733893765867
3,191.1191673967201,4.924784739569602,passed,27,8.029644072953367,passed,24,5.420765786710624
4,240.13992232858777,3.0786713697489723,passed,74,11.659836509451061,passed,26,5.154598776273112
5,147.43935620097074,6.881757965410444,passed,123,8.622751284626284,passed,67,5.4386928474299046
6,159.69401999591386,10.710573055231892,passed,103,8.001339023071807,passed,68,5.7497188847506875
7,152.81242340359677,4.793978236273095,passed,127,9.11990593466383,passed,16,5.289134328770362
8,211.8337998081513,4.237655731664206,passed,24,9.319231572371711,passed,23,5.903130461408468
9,198.72386154703946,4.377023907859569,passed,86,10.623791758571667,passed,53,5.819482668738374
10,137.23769986013977,7.054228026898817,passed,96,8.722748947692871,passed,75,5.469670876800126
11,183.81853041298322,4.276038378308537,passed,22,8.03232306809576,passed,12,5.23643958240434
12,189.64493772999145,5.4696818413104324,passed,114,9.121943832318458,passed,96,5.270161648042082
13,193.92362680524138,4.027677769070191,passed,94,8.421490301975187,passed,66,5.134649958315118
14,192.2586116856984,3.667949140264446,passed,62,9.491376618465619,passed,38,5.319448896073009
15,161.52251332946093,13.916789591409549,passed,60,8.031450079579482,passed,49,6.581413156760729
16,183.84942162771017,4.538043797743488,passed,99,8.186874284195401,passed,69,6.200190783111581
17,220.75880635129005,5.721759416836537,passed,128,9.384190151572035,passed,119,6.943547446109122
18,152.71772045926105,6.47892055597908,passed,84,9.903034897353757,passed,67,5.114011591800982
19,190.55357911576354,10.718609537240495,passed,130,8.329083075146348,passed,20,6.735466886904251
20,176.9390065089542,4.271015238098177,passed,65,8.678545880994836,passed,57,5.5600244278882105
21,164.84056932476446,4.260748942154509,passed,88,8.057746228511252,passed,28,6.215673988039594
22,207.51813154659163,4.024986699227933,passed,52,8.25346330967025,passed,16,5.053556480011068
23,162.753296943361,5.444049423015595,passed,68,8.155397459344993,passed,68,8.155397459344993
24,185.6961648213363,4.346180076024446,passed,113,8.6370683197591,passed,59,5.373679611143212
25,197.98930564538105,6.956053918919032,passed,117,10.173949846924323,passed,91,5.129513391638896
26,160.6166142946206,6.359658457984593,passed,55,10.298432621585608,passed,54,6.114530739088586
27,187.3277948110013,4.847606334221919,passed,148,8.360271728363667,passed,25,5.009257090972707
28,164.46457852676292,5.051338517432457,passed,93,8.16447976405492,passed,46,5.357197986201401
29,178.4669347062538,4.066540019532255,passed,51,11.300973649271807,passed,45,5.415647574141369
30,160.04199211212065,4.526469351132778,passed,52,10.1446722689839,passed,52,7.6712373643639475
31,167.41818250856335,5.697941534546226,passed,77,8.998416051171176,passed,72,6.101232854672611
32,172.1614188685151,7.266324258642381,passed,157,11.919920957304718,passed,155,5.75907073436932
33,207.78407731552755,4.321430428436096,passed,12,9.530613741710535,passed,2,6.0973341110515555
34,159.48456303773835,4.712101471229264,passed,45,9.669349363409907,passed,28,5.063903339616926
35,176.21042585835437,3.516314317349145,passed,54,8.087770811936501,passed,15,5.104933452080718
36,149.2074141247396,11.276773101810063,passed,209,8.200534486049648,passed,83,5.716342702332278
