sim,final_return_pct,max_dd_pct,phase1_outcome,phase1_days,phase1_return_pct,phase2_outcome,phase2_days,phase2_return_pct
1,152.61527247286045,2.669769045647669,passed,71,8.337575009340291,passed,41,5.09280561591996
2,161.66629793348073,1.9040541580289423,passed,63,8.287453641156528,passed,39,5.700408327387341
3,129.70742728211007,2.107515659865768,passed,53,8.353144300111559,passed,48,5.01388598208683
4,147.03435536344182,1.8477941830795024,passed,45,8.317715976633377,passed,40,5.603280245957065
5,163.01128842909498,2.5972496029837475,passed,13,9.385969613234613,passed,12,5.025244306972021
6,135.3915501390786,1.6006694569947681,passed,93,9.351416108426335,passed,27,5.0015845892383615
7,159.21295479424543,1.2605565964585022,passed,56,8.458935840610394,passed,53,5.329330274129407
8,176.03879547293303,1.5772346391816434,passed,48,8.154399552799196,passed,38,5.113553850984198
9,137.03111603270415,2.6256522251348153,passed,63,8.693453384882188,passed,35,5.70982939717799
10,171.4746408757104,2.154910975178127,passed,51,8.003535447618116,passed,44,5.234719961644041
11,165.82182190448393,2.298942579064236,passed,52,8.290960532791214,passed,28,5.900050598843376
12,165.0638280563812,1.8348772580949735,passed,72,8.001930242282285,passed,68,5.304601503281892
13,158.5592451628994,1.1840241924710124,passed,55,8.004245963034684,passed,25,5.112006814306613
14,167.56794652036496,1.5734090947011032,passed,56,8.320162912400786,passed,40,5.106521716168855
15,164.62735607527645,2.472545465144849,passed,68,8.229090307008601,passed,41,5.057043201238409
16,149.71734497827748,1.4082713434632215,passed,41,8.004402025750746,passed,15,5.174219662968582
17,170.66558248430562,2.0663992372089037,passed,41,8.74668776795584,passed,26,5.007803742348904
18,153.11530907068692,2.6142164739617573,passed,59,8.048077418598897,passed,56,5.478180986065229
19,152.18649259027782,1.343862695896799,passed,46,8.008327822252227,passed,27,5.011843578261099
20,136.8373106912535,1.6287945068992296,passed,68,8.07358399748197,passed,58,5.831830340060051
21,143.04135056700943,3.1340027700147877,passed,74,8.315231157265114,passed,29,5.0007942076675915
22,138.07807823342114,1.9088464797074454,passed,103,8.010610080878134,passed,79,5.307772020262047
23,178.48174581641078,2.456135022027881,passed,52,8.013981719601148,passed,30,5.294062457883553
24,146.19372248299487,1.3132826648784601,passed,43,9.224224890139322,passed,28,5.505028748766194
25,134.7675743128188,2.231151322059966,passed,79,8.014504088908868,passed,29,5.0045803393723
26,159.62392864527138,1.92742567894586,passed,68,8.00026178551212,passed,37,5.043877394399465
27,178.23295331009808,2.9048781237402577,passed,39,8.808022769402823,passed,18,5.44834424587306
28,163.67560953442197,1.1178863599176712,passed,55,8.092285517492193,passed,20,5.035123321669888
29,159.87762436649132,1.4329516500449646,passed,40,8.076512239444412,passed,33,5.01164702017014
30,152.17301003311246,2.0312198696635786,passed,60,8.014256814242682,passed,45,5.190305144573126
31,133.14460425189688,2.2607385301922207,passed,56,8.268636161610509,passed,48,6.223872443614464
32,137.8501069752268,2.36488608595996,passed,69,8.015591154939973,passed,48,5.80254467405974
33,170.01145377956237,1.5616942475544093,passed,51,8.64936464775603,passed,40,5.011852630187796
34,153.3160569498865,1.9335834049193943,passed,71,9.127460259768494,passed,56,5.003280735811666
35,167.20647699895267,1.3086555913844227,passed,59,8.160148766048225,passed,29,5.0441908600298735
36,176.29613526646253,1.1942125601728133,passed,54,8.260946913455092,passed,40,5.237522019087848
37,162.96837174405212,1.4025333330971617,passed,70,8.42092770796583,passed,55,5.183775565298143
38,156.36484530126756,2.8071379588001775,passed,45,8.364833906011505,passed,28,6.642192824004023
39,162.86091406647697,2.077632395623729,passed,32,8.120737426281277,passed,27,5.711856563199569
40,146.06190288582138,1.4016846429805379,passed,69,8.353926343582806,passed,65,6.309738811021792
41,159.23860623326428,2.318656691521887,passed,68,9.356295165571748,passed,58,5.30544253237315
42,160.51714346371887,1.8115809079783205,passed,47,9.037532781963353,passed,36,5.1047719929308455
43,144.7070245936795,2.248670212253843,passed,39,8.275807713865335,passed,18,5.792850660065696
44,154.17732494473512,1.1196859497412537,passed,52,9.198854056119066,passed,36,5.741875131054974
45,154.3566087477407,1.522394560856801,passed,55,8.628938178530653,passed,45,5.323380307149805
46,170.96643154842388,1.995764844454322,passed,82,8.305027404924159,passed,48,6.56729888689882
47,136.44343720891933,3.655135333231277,passed,120,9.091924379611594,passed,107,5.275489201979555
48,174.75348575470693,1.1102908698853564,passed,53,8.226906963882353,passed,25,5.014776790092057
49,156.1160450991884,2.2784960065919178,passed,43,8.109082311703752,passed,29,5.3173630949880035
50,155.18378592930787,2.5322684670405344,passed,48,8.636512846692712,passed,34,5.1712685709903505
51,132.69851043036235,2.830196133534396,passed,74,8.619326735108723,passed,27,5.000558760475204
52,157.4382871840298,2.43173694933877,passed,53,8.1022342164067,passed,28,5.005027201353318
53,170.37141054066473,1.5031262012869988,passed,61,8.131885712682685,passed,51,5.041970592671841
54,158.45517114865447,1.354116726312817,passed,44,8.297242538002813,passed,23,5.010922223631309
55,155.4956274385185,1.3853671329020552,passed,68,8.037981397886075,passed,47,5.001434737372423
56,165.5255606998159,1.5205430891938683,passed,64,8.959692066504932,passed,44,5.193342896782416
57,126.84181326857455,2.1209119468950792,passed,41,8.26636486784702,passed,26,5.013265875453365
58,165.3785967238682,2.1015436855435237,passed,18,8.339128298504207,passed,9,5.4645264231433455
59,154.33911720594872,1.9239694527948548,passed,66,8.167879279178415,passed,20,5.160688033262173
60,158.10720091322526,1.8860999602158879,passed,71,8.198631247270761,passed,58,5.922405388940066
61,117.925303854503,2.172062691423477,passed,63,8.181442799343541,passed,36,5.4334966569444365
62,193.12101012137612,1.6732195707045605,passed,27,9.00155792318853,passed,13,5.325305767151534
63,140.19967816811035,1.9969658399287715,passed,36,8.863891942392987,passed,15,5.637139434385774
64,147.36253347513423,1.863713128208612,passed,74,8.104033766631758,passed,36,5.552413172110793
65,173.73686484940967,0.9384436556457968,passed,48,8.065663761691466,passed,36,5.103234694662162
66,130.98955030372963,2.9944591686894015,passed,72,8.110013046860075,passed,57,5.0447088873271095
67,147.6110029849208,1.1908135863904952,passed,44,8.237061605956676,passed,29,6.305174459994878
68,174.15472127828298,1.2595750457138761,passed,29,8.006278706965752,passed,20,6.023655383769477
69,161.01546081955988,1.9068462994878281,passed,59,8.446047731084949,passed,44,6.04316263568101
70,158.02637979857295,1.5802223747532855,passed,47,8.362924783258197,passed,30,5.158176569508388
71,179.79609243433566,1.386588872295578,passed,37,8.11119222875698,passed,15,5.459715629127304
72,155.10414761889152,2.52044229847401,passed,71,9.106087541203989,passed,36,5.0062458690707246
73,130.68554731293963,1.863688677029576,passed,78,8.268972204325298,passed,43,5.7013913226209745
74,172.83528260317942,1.485390579949692,passed,42,8.176748422448355,passed,24,5.8005281312068835
75,176.81884444477225,1.8034320011916392,passed,41,9.122576697947938,passed,30,5.157666585830545
76,166.01488962943333,2.181693464027294,passed,45,8.824563447120948,passed,30,5.235474731263734
77,150.4330237586711,2.143063434148995,passed,50,8.249744070569843,passed,41,5.386269863313231
78,183.29094664218476,1.7724674918284877,passed,28,8.071684930136303,passed,10,5.49571946234102
79,155.70987143540128,2.883663989972464,passed,34,8.272359685040165,passed,13,5.6013999366870015
80,160.0298821589961,1.4455264673828758,passed,59,8.601002877488861,passed,41,6.067018063413787
81,157.25653583928664,1.8073795747184738,passed,52,8.076503843751027,passed,36,5.014765919763686
82,153.42367830911346,1.9880179486508818,passed,103,9.007119366329142,passed,96,5.734549973321368
83,154.0612478233635,1.593572831677241,passed,30,8.41908257510835,passed,15,5.120179244111567
